,age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
15526,24,192766,9,0,2,0,1,0,0,40,1,1,1
15527,18,53109,7,1,4,1,1,0,0,20,1,1,1
15529,45,298130,9,0,2,0,1,0,0,25,1,1,2
15530,26,135645,13,1,3,0,1,0,0,40,1,1,1
15531,47,265275,10,1,4,0,1,0,0,40,1,1,1
15533,21,232719,9,1,4,3,1,0,0,40,1,1,3
15534,29,167716,9,1,0,0,0,0,0,99,1,1,1
15535,68,107627,10,0,2,0,1,0,0,15,1,1,1
15536,21,129674,10,1,3,3,1,0,0,48,0,1,1
15537,28,114053,10,1,3,0,1,0,0,30,1,1,2
15538,46,202560,9,0,1,0,0,0,0,40,1,0,1
15539,35,219902,9,1,0,3,0,0,0,48,1,1,1
15540,50,192654,6,1,3,0,1,0,0,25,1,1,2
15541,48,238966,10,1,3,0,1,0,0,40,1,1,2
15543,59,153484,13,0,2,0,1,1,0,50,1,0,1
15544,23,161874,10,1,4,3,1,0,0,40,1,1,1
15545,53,260106,9,1,3,0,0,0,0,30,1,1,1
15546,50,240374,14,0,2,0,1,0,0,40,1,0,2
15548,53,223696,8,1,3,4,1,0,0,56,0,1,1
15549,52,176134,9,0,2,3,1,0,0,48,1,1,1
15550,38,186959,13,0,2,0,1,0,0,50,1,1,1
15551,43,456236,14,0,2,0,1,0,0,50,1,0,1
15552,35,98948,13,0,1,0,0,0,0,32,1,1,1
15553,41,166662,15,0,2,0,1,0,0,50,1,0,1
15554,22,448626,10,1,4,0,1,0,0,40,1,1,1
15555,39,167482,9,0,2,0,1,0,0,60,1,0,1
15556,45,189792,14,0,2,0,1,0,0,40,1,0,1
15557,31,399052,5,0,1,0,0,0,0,42,1,1,1
15558,40,104196,13,0,2,0,1,0,1,40,1,0,1
15559,47,152752,3,0,2,0,1,0,0,20,1,1,2
15560,53,268545,9,0,2,3,1,0,0,40,0,1,1
15561,53,148532,13,0,2,0,1,0,0,60,1,0,2
15562,33,281784,13,1,3,3,1,0,1,52,1,0,0
15563,24,225724,13,1,4,0,0,0,0,20,1,1,1
15564,34,200192,10,1,3,0,0,0,0,40,1,1,1
15565,46,170850,9,0,2,0,1,0,0,50,1,0,2
15566,29,224858,10,0,2,0,1,0,0,60,1,1,0
15567,61,159908,7,1,0,0,0,0,0,32,1,0,0
15568,31,115488,9,0,2,0,1,0,0,40,1,1,1
15569,29,1268339,9,1,4,3,1,0,0,40,1,1,1
15570,42,195755,9,1,0,0,1,0,0,40,1,1,1
15571,50,186272,10,0,2,0,1,0,0,40,1,1,0
15572,34,181388,9,1,3,0,0,0,0,40,1,1,1
15573,39,177181,4,0,2,0,1,0,0,40,1,1,1
15574,74,91488,2,0,2,3,1,0,0,20,1,1,1
15575,40,230961,10,0,2,0,1,0,0,40,1,1,1
15576,75,309955,15,0,2,0,1,0,1,50,1,0,2
15577,40,63042,13,0,1,0,0,0,0,40,1,0,0
15578,36,29814,7,0,2,0,1,0,0,40,1,1,1
15581,28,191088,13,0,1,0,0,0,0,40,1,0,1
15582,19,63814,10,1,3,0,0,0,0,18,1,1,1
15583,36,285865,12,1,0,3,0,0,0,32,1,1,1
15585,50,299831,10,1,0,0,0,0,1,40,1,1,0
15586,47,162741,12,0,1,3,0,1,0,40,1,0,1
15587,48,204990,9,1,0,3,0,0,0,33,0,1,1
15588,60,171315,9,1,3,0,1,0,0,40,1,1,2
15589,30,296462,14,1,3,3,1,0,0,30,1,1,1
15590,32,103860,13,0,2,0,1,0,0,50,1,0,1
15591,45,159816,14,0,1,0,0,0,1,35,1,0,0
15592,51,96586,10,0,2,0,1,0,0,40,1,0,1
15593,53,202720,5,1,0,3,1,0,0,75,0,1,1
15595,48,379883,14,0,2,0,1,0,0,40,0,0,2
15597,32,294121,12,1,3,0,0,0,0,50,1,1,1
15599,31,234387,9,1,0,3,0,0,0,40,1,1,1
15600,58,154537,13,1,3,0,0,0,0,20,1,1,2
15601,32,125856,12,0,2,0,1,0,0,60,1,0,1
15602,32,156015,13,1,3,0,1,0,0,40,1,1,1
15603,40,116632,13,1,4,0,1,0,0,80,1,1,1
15604,50,124963,13,0,2,0,1,1,0,55,1,0,1
15605,38,115215,6,1,3,0,1,0,0,40,1,1,2
15606,30,254905,9,0,2,0,1,0,0,40,1,1,1
15607,21,195532,9,1,0,0,0,0,0,40,1,1,1
15608,28,190067,13,1,4,0,0,0,1,40,1,0,1
15610,32,203674,12,1,0,0,0,0,1,36,1,1,1
15611,25,322585,9,1,3,0,1,0,0,45,1,1,1
15612,59,246262,10,0,2,0,1,0,0,40,1,0,1
15614,49,139268,10,1,4,0,1,0,0,40,1,1,1
15615,36,188540,13,1,3,0,1,0,0,40,1,1,1
15617,46,94809,10,1,0,0,0,0,0,30,1,1,1
15618,37,265038,15,0,2,0,1,0,0,60,1,0,0
15619,48,182566,13,0,2,3,1,0,0,40,1,0,1
15620,43,220109,10,0,2,0,1,0,1,44,1,1,1
15621,41,208470,9,0,2,0,1,0,0,40,1,0,1
15622,54,28683,9,0,2,0,1,1,0,40,1,1,1
15623,36,233571,10,1,3,0,0,0,0,4,1,1,1
15624,29,24562,13,1,0,4,0,0,0,40,1,1,1
15625,66,36364,9,0,2,0,1,0,1,40,1,1,0
15626,59,168569,15,1,3,0,1,0,0,50,1,1,1
15627,62,167098,13,0,2,0,1,0,0,40,1,0,1
15628,29,271579,6,1,3,0,1,0,0,40,0,1,1
15629,28,191355,13,0,2,0,1,0,0,45,1,0,1
15630,27,31659,13,0,2,0,1,0,1,60,1,0,1
15631,42,83411,9,0,2,0,1,0,0,40,1,0,0
15632,60,40856,11,0,2,0,1,0,0,46,1,0,1
15633,58,115605,14,0,2,0,1,0,0,50,1,0,1
15634,27,132326,10,0,2,0,1,0,0,40,1,1,1
15635,45,220213,9,1,3,0,0,0,0,40,1,1,1
15636,50,172511,10,0,2,0,1,0,0,40,1,0,1
15637,43,156745,10,0,2,3,1,0,0,40,1,1,1
15638,39,218916,15,1,3,0,1,0,0,50,1,1,1
15639,21,306114,10,1,4,0,1,0,0,20,1,1,1
15640,24,196675,9,0,2,3,1,0,0,70,1,1,1
15641,59,73411,15,0,2,0,1,0,0,30,1,1,2
15642,36,184659,9,0,2,0,1,0,0,40,1,0,1
15644,35,320451,14,0,2,2,1,0,0,65,0,0,1
15645,33,172498,10,1,4,0,1,0,0,40,1,1,1
15646,30,131588,9,1,3,3,0,0,0,45,1,1,1
15647,40,124520,11,1,0,0,1,0,0,50,1,0,1
15648,26,93806,10,0,2,0,1,0,0,55,1,1,2
15649,37,173192,11,1,3,3,1,0,0,40,1,1,0
15650,68,198554,10,1,3,0,0,0,0,20,1,1,2
15651,45,26502,13,0,2,0,1,0,0,72,1,0,1
15652,56,225267,9,0,2,0,1,0,0,40,1,1,1
15653,36,150042,9,1,4,0,0,0,0,40,1,1,1
15654,50,211319,13,0,2,0,1,1,0,50,1,0,1
15655,38,208358,11,0,2,0,1,0,0,40,1,1,1
15656,29,58115,13,0,2,0,1,0,0,41,1,1,1
15657,28,219267,9,1,0,0,0,0,0,28,1,1,1
15658,39,129573,10,0,2,0,1,0,0,50,1,1,0
15659,26,27834,13,1,3,0,1,0,0,40,1,1,0
15660,52,415037,10,1,3,0,1,0,0,65,1,0,2
15661,52,191529,13,1,3,0,1,0,0,40,1,1,1
15662,84,132806,9,1,3,0,0,0,0,13,1,1,1
15663,33,137059,10,1,3,0,0,0,0,10,1,1,0
15664,46,102308,15,0,2,0,1,1,0,50,1,0,0
15665,30,164309,9,1,3,0,0,0,0,35,1,1,1
15666,38,40955,13,0,2,0,1,0,0,40,0,0,1
15667,66,141085,9,1,3,0,0,0,0,8,1,1,1
15668,62,258124,14,0,2,0,1,0,0,40,0,0,0
15669,31,467579,13,0,2,3,1,0,1,40,1,0,1
15670,31,145139,13,0,2,0,1,0,0,40,1,0,1
15671,39,231141,9,0,2,0,1,1,0,40,1,1,1
15673,27,242207,13,1,4,0,0,0,0,40,1,1,1
15675,38,135416,10,1,4,0,0,0,0,40,1,1,1
15676,25,267284,9,1,5,0,1,0,0,40,1,1,1
15677,48,130812,9,0,1,0,0,0,0,40,1,1,1
15679,45,188823,14,0,2,0,1,0,0,50,1,0,0
15680,22,200593,10,1,4,0,1,0,0,40,1,1,1
15681,50,124094,9,0,2,0,1,0,0,40,0,1,1
15682,21,50411,9,1,3,0,1,0,0,40,1,1,1
15683,44,101689,10,1,0,0,0,0,0,40,1,1,0
15684,60,73091,9,1,3,3,1,0,1,50,1,1,2
15686,51,176969,9,0,2,0,1,0,0,48,1,1,1
15687,30,342709,9,1,5,0,1,0,0,40,1,1,1
15688,46,368561,12,1,3,0,1,0,0,40,1,1,2
15689,43,26915,11,0,2,0,1,0,0,45,1,0,1
15690,57,157974,9,1,3,3,1,0,0,48,1,1,1
15691,48,109832,14,0,2,0,1,0,1,40,1,0,1
15693,68,195881,9,0,2,0,1,1,0,40,1,1,2
15694,33,183000,10,1,3,0,1,0,0,24,1,1,1
15695,22,302347,9,1,4,0,1,1,0,40,1,1,3
15697,28,217200,9,1,3,0,1,0,0,50,1,1,1
15698,32,31740,14,0,2,2,1,0,0,40,0,1,1
15699,56,35520,9,1,3,0,1,0,0,42,1,1,1
15700,36,369843,9,0,2,0,1,0,0,50,1,1,1
15701,34,199227,10,0,2,0,1,0,0,55,1,1,1
15702,18,144711,9,1,3,0,0,0,1,40,1,1,1
15703,39,382802,6,1,3,3,1,0,1,40,1,1,1
15704,25,254781,13,1,3,0,0,0,0,40,1,1,1
15705,27,70657,10,1,3,0,1,0,0,35,1,1,2
15706,56,50791,14,1,3,0,1,0,1,60,1,1,2
15707,33,222162,9,0,2,0,1,0,0,40,1,1,2
15708,49,94606,16,0,2,3,1,0,0,60,1,0,2
15709,44,104196,9,0,2,0,1,0,0,84,1,1,2
15710,30,455995,7,1,3,0,1,0,0,45,1,0,2
15711,27,166210,9,1,3,0,1,0,0,50,1,1,1
15712,25,198986,13,1,3,0,1,0,0,40,1,0,1
15713,30,292465,13,1,3,0,1,0,0,40,1,1,2
15714,38,99388,12,0,2,0,1,0,0,40,0,1,1
15715,38,698363,9,0,2,0,1,0,0,40,1,1,1
15716,46,154940,10,1,0,0,0,0,0,40,1,1,1
15717,37,401998,9,1,0,0,0,0,0,20,1,1,1
15718,62,162825,9,0,2,0,1,0,0,40,1,0,1
15719,55,271795,9,0,2,0,1,0,0,40,1,1,2
15720,47,134671,9,1,3,0,1,0,0,40,1,1,2
15721,45,87583,9,0,1,0,0,0,0,14,1,1,1
15722,50,248619,9,0,2,0,1,0,0,40,1,1,1
15723,36,130200,9,1,0,0,1,0,0,40,1,1,1
15724,45,178922,9,1,3,0,0,0,0,20,1,1,1
15725,23,51985,9,1,3,0,1,0,0,38,1,1,1
15726,37,125933,12,0,2,0,1,1,0,50,1,0,1
15727,38,104280,16,0,2,0,1,0,0,55,1,0,0
15728,27,617860,10,1,4,3,1,0,0,40,1,1,1
15729,29,122112,13,0,1,0,0,0,0,50,1,1,1
15730,45,181758,14,1,3,0,0,0,0,40,1,1,0
15731,41,223671,9,0,2,0,1,0,1,55,1,0,2
15732,38,140117,10,1,3,0,0,0,0,20,1,1,2
15733,27,107458,13,1,3,0,1,0,0,40,1,1,1
15735,44,306440,9,1,3,0,1,0,0,40,1,1,0
15736,33,615893,14,0,2,3,1,0,0,40,0,1,0
15737,28,201186,9,0,2,3,1,1,0,40,1,0,2
15738,32,37210,13,0,2,0,1,0,0,45,1,0,1
15739,43,196084,14,0,2,0,1,0,0,55,1,1,1
15740,45,166181,9,1,4,3,0,0,0,40,1,1,0
15741,52,291096,12,0,2,0,1,1,0,40,1,0,0
15742,24,232841,9,1,3,0,1,0,0,35,1,1,1
15744,47,408788,11,0,2,0,1,0,0,40,1,0,1
15745,53,42924,16,1,3,0,1,1,0,50,1,0,2
15746,31,181091,13,0,2,0,1,0,0,40,1,0,1
15747,30,200246,11,1,3,0,1,0,0,40,1,1,1
15748,56,282023,9,0,2,0,1,0,0,40,1,1,1
15749,49,128990,13,0,2,0,1,0,0,40,1,0,0
15750,38,106838,9,0,2,0,1,0,0,40,1,1,1
15751,19,144750,10,1,4,0,1,0,0,18,1,1,1
15752,39,108140,11,0,2,0,1,0,0,40,1,1,1
15753,38,103323,9,0,2,0,1,0,0,40,1,1,1
15754,47,268022,9,0,2,0,1,0,0,55,1,0,1
15755,58,197114,7,0,2,0,1,0,0,40,1,1,1
15756,27,191628,9,1,3,3,1,1,0,40,1,1,1
15757,59,176118,14,1,3,0,1,0,0,40,1,0,0
15758,24,42401,13,1,3,0,1,0,0,47,1,1,1
15759,42,322385,11,0,2,0,1,1,0,40,1,1,1
15760,53,123011,14,0,2,0,1,0,0,60,1,0,0
15761,35,210945,9,0,2,0,1,0,0,50,1,1,1
15762,36,130620,9,0,1,2,0,0,0,40,0,0,0
15763,26,248990,9,0,2,0,1,0,0,40,0,1,1
15764,33,132705,5,1,3,0,1,0,0,48,1,1,1
15765,29,94892,10,0,2,0,1,0,0,40,1,1,1
15766,43,141858,7,0,2,0,1,0,0,40,1,1,1
15767,35,81232,13,0,2,0,1,1,0,50,1,0,1
15768,48,114561,13,1,5,2,0,0,0,36,0,0,1
15769,45,191776,14,1,3,0,0,0,0,40,1,1,0
15770,43,128354,9,1,3,0,0,0,0,40,1,1,1
15771,27,37088,5,1,4,0,1,0,0,30,1,1,1
15772,21,414812,4,1,4,0,1,0,0,40,1,1,1
15774,39,33983,10,0,2,0,1,1,0,40,1,0,1
15775,52,194995,13,0,2,0,1,1,0,55,1,0,2
15776,41,73431,13,1,0,0,0,0,0,40,1,1,2
15777,48,155664,9,0,2,0,1,1,0,70,1,0,1
15779,53,281074,9,1,3,0,1,0,1,40,1,1,0
15780,33,248346,12,0,2,0,1,0,0,50,1,1,0
15781,37,167482,6,1,4,0,1,0,0,35,1,1,1
15783,43,211763,16,1,0,3,0,0,0,24,1,0,0
15784,20,122166,10,1,3,0,0,0,0,40,1,1,1
15785,47,370119,15,0,2,0,1,0,0,50,1,0,1
15786,36,138940,9,0,2,0,1,0,0,70,1,1,2
15787,41,174575,9,0,2,0,1,0,1,45,1,0,1
15788,67,101132,4,0,2,0,1,1,0,40,1,1,1
15789,38,292307,13,1,3,3,1,0,0,40,0,1,1
15790,47,248776,14,1,3,3,1,0,0,25,1,1,2
15791,39,314007,11,0,2,0,1,0,0,40,1,1,1
15793,36,76845,9,1,4,3,1,0,0,35,1,1,1
15794,24,148320,10,0,2,3,1,0,0,40,1,1,1
15795,50,54261,9,0,2,0,1,0,0,84,1,1,2
15796,21,223352,9,1,3,0,0,1,0,30,1,1,1
15797,21,211013,5,1,4,0,0,0,0,50,0,1,1
15798,40,209833,9,1,3,0,1,0,0,40,1,1,1
15799,19,356272,10,1,3,0,0,0,0,25,1,1,1
15800,38,143538,9,1,3,0,0,0,0,40,1,1,1
15801,34,242960,11,0,2,0,1,0,0,50,1,1,1
15802,44,263871,10,1,3,0,1,0,0,50,1,1,0
15803,20,151105,12,1,4,0,0,0,0,25,1,1,1
15804,44,207685,9,1,3,0,1,0,1,55,0,0,1
15805,49,46537,9,1,3,0,0,1,0,10,1,1,0
15806,45,84324,12,0,2,0,1,0,0,50,1,0,2
15807,24,224716,9,1,4,0,1,0,0,40,1,1,1
15808,34,186269,9,1,4,0,1,0,0,40,1,1,1
15809,58,143731,9,0,2,0,1,0,0,72,1,0,2
15810,39,236391,9,0,2,0,1,0,0,45,1,1,1
15811,22,54560,9,1,4,0,1,0,0,40,1,1,1
15812,38,266325,13,0,1,0,0,0,0,32,1,0,1
15813,32,42900,15,0,2,0,1,1,0,50,1,0,0
15814,45,183710,9,1,3,0,1,0,0,48,1,1,0
15815,23,278254,9,0,2,3,1,0,0,45,1,1,1
15816,35,119992,12,0,2,0,1,0,0,45,1,1,1
15817,52,284329,10,0,2,0,1,0,0,45,1,0,1
15818,55,368727,10,1,3,0,1,0,0,40,1,1,1
15819,23,353696,9,1,4,0,1,0,0,40,1,1,1
15820,22,31387,13,0,4,1,0,1,0,25,1,1,1
15821,27,110931,9,0,2,0,1,0,0,40,1,1,1
15822,24,169532,12,1,4,0,0,0,0,15,1,1,1
15823,21,285522,10,1,3,0,1,0,0,40,1,1,1
15824,49,198774,13,1,5,0,0,0,0,35,1,1,1
15825,32,123291,8,0,2,0,1,0,0,40,1,1,1
15826,64,146110,10,1,0,0,0,0,0,24,1,1,1
15827,37,29814,9,1,0,0,1,0,0,50,1,1,2
15828,61,195595,4,1,3,0,1,0,0,40,0,1,1
15829,44,92649,9,0,1,0,0,0,0,40,1,0,1
15830,53,290688,9,0,2,0,1,0,0,52,1,0,1
15831,43,427382,14,1,3,0,1,0,0,50,1,0,1
15832,60,234854,16,0,2,0,1,0,1,40,1,0,0
15833,23,276568,10,1,4,0,0,0,0,40,1,1,1
15834,25,250038,14,0,3,0,1,0,0,40,0,1,1
15835,29,150861,9,1,3,0,0,0,0,40,1,1,1
15836,51,87205,13,1,0,0,0,0,0,55,0,1,1
15837,47,343579,2,1,3,0,1,0,0,12,0,1,1
15838,20,94401,9,1,0,0,0,0,0,40,1,1,1
15839,25,120238,7,0,2,0,1,1,0,40,0,0,1
15840,27,205440,6,0,2,0,1,0,0,40,1,1,1
15841,23,198996,9,1,3,0,0,0,0,40,1,1,1
15842,18,294253,9,1,4,0,0,0,0,27,1,1,1
15843,23,256628,4,0,2,0,1,0,0,32,1,1,1
15844,59,223131,9,1,3,0,1,0,0,60,1,1,2
15845,46,207301,9,1,3,0,0,0,0,37,1,1,1
15847,46,125457,14,0,2,3,1,0,0,38,1,0,0
15848,36,212856,7,1,0,0,0,0,0,23,1,1,0
15849,44,197389,9,1,0,0,0,0,0,40,1,1,1
15850,17,73338,7,1,4,0,1,0,0,20,1,1,1
15851,27,68037,10,1,3,0,1,0,0,45,1,1,1
15852,32,185027,10,0,2,0,1,0,0,40,1,0,1
15853,53,107123,9,1,3,3,1,0,0,40,1,1,1
15854,22,109482,10,1,4,0,1,0,0,98,1,1,1
15855,30,174543,12,1,4,0,0,0,0,40,1,1,1
15856,47,208407,13,0,2,0,1,0,1,30,1,1,2
15857,68,211584,10,0,2,0,1,0,0,40,1,0,2
15858,39,108540,9,0,2,0,1,0,0,40,1,1,1
15859,22,202416,13,1,4,0,0,0,0,40,1,1,1
15861,20,176178,9,1,4,0,0,0,0,35,1,1,1
15862,21,265148,9,1,5,0,1,0,0,38,0,1,1
15864,30,303692,9,0,2,0,1,0,0,75,1,1,2
15865,25,135845,10,1,4,0,0,0,0,40,1,1,1
15866,23,199915,9,1,4,0,0,0,0,21,1,1,0
15867,40,150533,13,0,5,0,1,0,0,40,1,1,0
15868,26,85482,9,1,3,2,1,0,0,40,1,1,0
15869,57,24473,11,0,2,0,1,0,0,40,1,0,2
15870,36,272944,11,0,2,0,1,0,0,60,1,0,1
15872,49,194895,13,1,3,0,1,0,0,40,1,1,0
15873,58,314153,9,0,2,0,1,0,0,40,1,0,1
15874,32,176253,10,1,3,3,1,0,0,40,1,1,1
15875,59,113959,9,0,2,0,1,0,0,45,1,0,1
15876,42,167581,13,1,5,0,0,0,0,40,1,1,0
15877,37,79586,13,0,2,2,1,0,0,40,0,1,1
15878,40,166662,15,0,2,0,1,1,0,45,1,0,1
15879,47,72896,9,0,2,0,1,0,0,40,1,1,1
15880,56,345730,13,0,2,0,1,0,0,45,1,0,1
15881,30,302473,9,1,4,0,0,0,0,40,1,1,1
15882,42,42346,9,1,3,3,0,0,0,35,1,1,1
15883,21,243921,9,1,4,0,1,0,0,40,1,1,1
15884,21,131620,9,1,4,0,0,0,0,40,0,1,1
15885,47,158924,9,0,1,0,0,0,0,40,1,1,1
15886,22,32921,10,1,4,0,1,0,0,20,1,1,2
15887,35,252897,12,1,3,0,0,1,0,40,1,0,1
15888,41,155657,7,1,5,3,0,0,0,40,1,1,1
15889,43,155106,13,0,2,0,1,0,0,53,1,1,0
15890,60,82775,10,0,2,0,1,0,0,55,1,1,1
15891,73,26248,4,0,2,0,1,0,0,30,1,0,1
15892,90,88991,13,0,1,0,0,0,0,40,0,0,1
15893,62,125155,9,0,2,0,1,0,0,38,1,1,0
15894,28,218039,9,0,2,0,1,0,0,40,1,1,1
15895,45,53524,10,0,2,0,1,0,0,40,1,1,1
15896,19,259352,9,1,3,0,1,0,0,45,1,1,1
15897,30,296453,9,1,3,0,1,0,0,35,1,1,1
15898,19,278915,8,1,4,3,0,0,0,52,1,1,1
15899,23,565313,10,1,4,3,1,1,0,80,1,1,1
15900,22,274103,13,1,4,0,1,0,0,10,1,1,0
15901,19,271118,9,1,4,0,0,0,0,28,1,1,1
15902,45,207107,12,1,0,2,1,0,1,40,0,1,0
15903,26,138597,9,1,0,3,0,0,0,25,1,1,0
15904,42,180985,6,0,2,0,1,1,0,40,1,0,0
15905,62,159939,9,0,2,0,1,0,0,35,1,1,2
15906,61,110920,6,0,2,0,1,0,0,40,1,1,1
15907,34,34862,13,1,3,1,1,0,1,60,1,0,1
15908,22,163205,9,1,4,0,0,0,0,53,1,1,0
15909,56,110003,14,0,2,0,1,0,0,40,1,0,1
15910,32,229051,10,0,2,0,1,0,0,40,1,1,1
15912,26,211596,9,1,3,0,1,0,0,40,1,1,1
15913,32,48458,9,1,4,3,0,0,1,45,1,1,1
15914,58,201393,12,1,3,0,1,0,1,40,1,1,1
15915,25,136450,12,0,1,0,0,0,0,35,1,0,2
15916,23,193586,10,1,4,0,0,0,0,25,1,1,1
15917,23,91189,10,0,2,0,1,0,0,40,1,1,1
15918,54,227832,10,0,2,0,1,0,0,40,1,1,1
15919,28,271936,10,1,3,0,0,0,0,35,1,1,1
15920,35,61343,13,0,2,0,1,0,0,40,1,0,1
15921,30,157778,10,0,2,0,1,0,0,25,1,0,1
15922,23,201680,8,0,2,0,1,0,0,40,1,1,1
15923,42,228320,10,0,2,0,1,0,0,50,1,0,1
15924,72,33404,6,1,3,0,0,0,0,20,1,1,1
15925,21,103205,9,0,2,0,1,0,0,40,1,1,1
15926,37,279029,13,1,3,0,1,0,0,40,1,1,1
15927,54,213092,9,1,3,0,0,0,0,40,1,1,1
15928,58,126104,14,1,3,0,0,0,1,45,1,1,1
15929,32,119124,13,1,4,0,1,0,0,40,1,1,1
15930,65,31924,10,1,3,0,0,0,0,15,1,1,1
15933,65,185001,6,1,3,0,0,0,0,20,1,1,1
15934,33,34102,9,1,3,0,0,0,0,35,1,1,2
15935,35,115214,9,1,0,0,1,1,0,65,1,1,1
15936,27,289484,10,1,4,0,0,0,0,40,1,1,1
15937,34,287908,9,1,4,3,1,0,0,42,1,1,0
15938,53,158284,9,0,2,0,1,0,0,70,1,1,2
15939,23,60668,6,0,2,0,1,0,0,40,0,1,1
15940,43,222978,16,1,0,0,0,0,0,40,1,0,0
15941,58,244605,11,0,2,0,1,1,0,40,1,1,1
15942,38,150601,6,1,0,0,1,0,1,40,1,1,1
15943,26,199143,9,0,2,0,1,0,0,50,1,1,1
15944,60,131681,13,0,2,0,1,0,0,50,1,0,1
15945,28,346406,9,0,2,0,1,0,1,50,1,1,1
15946,33,391122,9,1,4,0,0,0,0,30,1,1,0
15947,29,280344,10,0,2,0,1,0,0,40,1,1,0
15948,54,188809,16,1,3,0,0,0,0,50,1,0,0
15949,41,277488,4,0,2,0,1,0,0,36,1,1,1
15950,63,181561,10,1,3,0,1,0,0,50,1,1,2
15951,31,158545,9,0,1,0,0,0,0,27,1,1,1
15952,23,313573,13,1,4,3,0,0,0,25,1,1,1
15954,41,268183,15,0,2,0,1,0,0,45,1,0,1
15955,51,392286,9,0,2,0,1,0,0,40,1,0,1
15956,59,233312,10,0,2,0,1,0,0,40,1,0,1
15957,23,520231,10,1,3,0,0,0,0,45,1,1,1
15958,24,186831,10,1,3,3,1,0,0,45,1,1,2
15959,67,141085,9,1,3,0,0,0,0,20,1,1,2
15961,47,198660,13,0,2,0,1,0,0,40,1,0,0
15962,21,409230,9,1,3,0,1,0,0,40,0,1,1
15963,38,376025,4,0,2,0,1,0,0,40,1,1,1
15964,55,80167,13,1,0,0,0,0,0,40,1,1,1
15965,39,99357,14,1,4,0,0,1,0,40,1,1,1
15966,24,82847,9,1,0,0,0,0,0,50,0,0,1
15967,24,22201,9,0,2,2,1,0,0,40,0,1,1
15968,38,275223,10,0,2,0,1,1,0,40,1,0,1
15969,19,117595,9,1,4,0,1,0,0,24,1,1,1
15970,32,207668,9,0,2,0,1,0,0,50,1,1,1
15971,63,179981,10,0,2,0,1,0,0,60,1,0,2
15972,18,192583,10,1,3,0,0,0,0,30,1,1,1
15973,36,66304,10,0,2,0,1,0,0,45,1,1,1
15974,41,200671,13,1,4,3,1,1,0,40,1,1,1
15975,57,32365,10,1,3,0,1,0,0,40,1,1,1
15976,48,28497,9,0,2,0,1,0,0,40,1,1,1
15977,44,222978,9,1,3,0,0,0,1,40,1,1,1
15978,25,160261,10,1,4,2,1,0,0,40,0,1,1
15979,48,120724,8,0,2,0,1,0,0,50,1,1,1
15980,20,91733,10,1,4,0,0,0,0,8,1,1,1
15981,74,146929,9,0,2,0,1,0,0,55,1,1,2
15982,44,205706,9,1,3,0,0,0,0,40,1,1,1
15983,26,181666,10,0,1,0,0,0,0,40,1,1,1
15984,54,279452,9,0,2,0,1,0,0,40,1,1,0
15985,39,207568,9,0,2,0,1,0,0,48,1,0,1
15986,38,22494,10,1,3,0,0,1,0,40,1,1,1
15987,18,210026,6,1,5,0,0,0,0,40,1,1,1
15989,24,109869,10,1,4,0,1,0,0,40,1,1,1
15990,19,285263,5,1,3,0,1,0,0,35,0,1,2
15991,28,192588,9,0,2,0,1,0,0,40,1,1,1
15992,28,232945,9,1,3,4,1,0,0,30,1,1,1
15993,49,31339,9,0,2,0,1,0,0,40,1,1,0
15994,50,305147,13,0,2,0,1,0,0,40,1,1,1
15995,63,188914,9,1,5,3,0,0,0,40,0,1,1
15996,58,141165,9,0,2,0,1,0,0,50,1,1,2
15997,68,136218,9,1,0,0,0,0,0,15,1,1,2
15998,41,371382,10,0,2,3,1,0,0,40,1,0,0
16000,27,221366,10,0,2,0,1,1,0,50,1,0,1
16001,24,403671,13,1,3,0,1,0,0,40,1,1,1
16002,50,193871,13,1,0,0,0,0,0,40,1,1,1
16003,47,306183,10,1,4,0,0,0,0,44,1,1,1
16005,54,124194,9,1,0,0,0,0,0,40,1,1,1
16006,28,69847,13,1,4,2,0,0,0,30,1,1,1
16007,26,169323,14,1,3,0,0,0,0,40,1,1,0
16008,35,172327,13,1,3,0,1,0,0,42,1,1,0
16009,48,118889,9,0,2,0,1,1,0,15,1,1,1
16010,50,166220,12,0,1,0,0,1,0,40,1,1,1
16011,39,186420,9,1,3,0,0,0,0,40,1,1,1
16012,46,192779,13,1,3,0,1,0,0,45,1,0,1
16013,41,105616,10,1,0,3,0,0,0,48,1,1,1
16014,24,141113,4,0,2,0,1,1,0,40,1,1,1
16015,57,160275,9,1,3,0,1,0,0,40,1,1,1
16016,32,164507,9,1,3,0,1,0,0,40,0,1,1
16017,41,207578,12,0,2,3,1,0,0,50,0,0,1
16018,55,314592,9,0,2,0,1,0,0,40,1,0,1
16020,69,159522,4,1,0,3,0,1,0,40,1,1,1
16021,22,112130,9,1,3,3,0,0,0,40,1,1,1
16022,45,192835,9,0,2,0,1,1,0,40,1,1,1
16023,33,206280,9,1,3,3,1,0,0,40,1,1,1
16024,57,308861,10,1,3,0,0,0,0,40,1,1,1
16025,38,93206,13,0,2,2,1,0,1,65,1,0,2
16026,40,206066,9,0,2,0,1,0,0,50,1,1,1
16027,48,309895,10,1,4,0,0,0,0,40,1,1,2
16028,38,216129,10,1,0,3,0,0,0,35,1,1,0
